volume_cargo;weight;place_loading;place_unloading;fk_id_type_cargo;fk_id_flight
93;9650; IGVMxnDnqSHOipUmCOx;g hlyCGYHMBIaMRBZmUusLNafpll;5;333
72;5020;FZxvAQOrysQCmXei;VvIuzOGFdm CsygqcdPny;1;334
108;7030;Syv HHt W;XPbGmNyAHBIhTDWIjXkannQngrn;4;335
89;3568;XBUSSOdbBIZDeFdMh;ZAzCekaZbxiFrNVEaoCYFdcZVkrUu;5;336
73;7950;WHanePNDSDup;RjUoqJUNpCQp;2;337
99;4176; ltCVvzbZPJBwrXKdUcerSdnoez;gwbXQlmKXmmmPjrEXWj;3;338
60;5007;zRzVuebtTETMAAlHtutKWYWtyQpZf;HQebJH;2;339
65;4719;ZqqxvbYfTTElXzzMEjBzwaMORs;OFTG;3;340
53;7495;vlzXERkHjeYjwFrJjGcMuyrjmlHT;RsuBUK;2;341
79;4902;RtCbaDIdoZRAGWzbphECtfIvPHk;VphFRBwakRMyIaJlkwtgQFhvdjckVs;6;342
47;5303;n hYzLxgGXae;SRtXCPvi VlQzsuiLyEqWBSOvtrOBU;4;343
49;8782;ECRqFQirt;PLYLjcYyjrEjSmhKB;1;344
58;3543;xdrqHz;YTehJYdYsLMkuwaXfYJITrvkIk;1;345
85;4102;chTH;uPYMmlyBqysYiPkmlvLkRxOb DP;6;346
72;4128;VzowQO;gemq;4;347
73;8783;RQflGlV mYdwpwtpaBqnNW;POfBrMA;6;348
59;3852;DIqijUlfwUJgMuiTKEfreubQxyPt;lPrm;5;349
65;5894;GcmZyTOvqQBqdbjyXDZjdr;JPAGRQcMSeXw;2;350
70;5917;CCCWGtXVkXPZIUKwLKmb;oLZxSPGDz;1;351
53;3649;jlWsbduBpXiml;aQNRkhBLbK bofT;1;352
87;7912; OrNJOXceCAj;nEyHKCyNt owcFHQwjtvqvTp;6;353
81;8361;RrfDTicTmTdjSLZNPtzPbGnVgATph;gtdynxQDPvLTNoOBXSKU;4;354
55;7709;cKS HkCKhZIPzAFGLspRXuvaWpHNGy;EuvycGkmoWCdiNQZgFEUmEt;4;355
69;3953;GhZjfPOdCMhKnuUU StPtODO;xTSWyLOTxTwCQGs;6;356
52;6803;OYSXKVBPCshYWcNIxmXEtc;RFuPIlaKgUsxDGrvspAj;5;357
53;8156;CjHAFu;KFDVkvvYuLpFcG;1;358
108;3870;JuTBMqmhIrny;aPziyawC;5;359
85;5032;TaedAVpClDAuIpaVpXUw;EbOOBkPCMHcrBHwAedlMvOD CTCeC;4;360
107;8295;wQdcuYbexKYFyuvyObYWSxLKgBVD;sSOAoAodyM;3;361
77;3937;U jJmteXBtqCCeKVaLvEeaVJWtnhEy;hBfgyFj ;6;362
95;5473;D tuFEaMQsMNeoatz;apYXn;1;363
55;5565;LovPFKCqHwNCZUVlhHhmBVeAoGqblr;QnMHlaxMZ;2;364
72;3532;ORsdCW GHRSlqVvrKCEuVxkJj;edRtJlSeUWzFDAqua h;1;365
50;3632;nrKXkKCvZXE;cjeXopcSRQa;5;366
54;9402;RORM ;RwQYSrdKyrE UxJBCluMCjiPHREaO;5;367
58;6684;pAzIlMHWRpKVuIK;bXsRyf dpwQE;5;368
98;6729;wWulUXzhRYUoCqWvqbiuGzHYBYysYa;tdYlzfnfPHNUbBBLvWw NmuuLuV;2;369
68;6424;xojMO ojMvquddHsr;ViUHs wRKARtsENvfDKzSDE;3;370
108;7225;GnNvEoyjrsRYsLJJcItAxExWajhIS;QazBaCPsLRSqd YAHhh;2;371
87;9140;s DltskfgXjxiKY;UATxCjTakgpvQCFyKudIUDTzWXb;4;372
96;5871;vAhGuZoCHJPyO PYtcVFJrLlVocH;pemUrkrwTSS;2;373
53;6550;JawC;HSuhJAMjmruB;1;374
58;6058;bjvwV;qQjQB xhAkBVKwBufnus;4;375
53;6139;VjB;LjQ;2;376
83;3962;sRuEHhicgwIPRogoIsvPGBRXA;GKckxRZmhbtwWbgwXjLHwO;3;377
82;6260;hMuXBc;mRpuCak;6;378
99;6995;lyLGbWRNNgE;DluXUVWXlZFTDtSwOTgELuRrR;3;379
96;6412;kTuIJntCsFXeEODuLObDYiDgqUEr;bvfVc TEqsNUKSv;6;380
66;6188;KTIGRzrwLlCMuoXyZ;ImmCzG;1;381
49;9511;tSqmwOmo;ATXpcTEtIcvAiKGEacK DfZJfR;1;382
65;7771;DNyyKoouSvgAd;NIrlqeZbuZtjwnQnKlqB;5;383
89;8822;yldeyGuNHpiB;Ip h IMNa;3;384
66;5494;dzaNisXuBGCvEFXYA;SEgZdRtiyTLpepjKshb;1;385
54;9369;jBFUNVbjyjWgnEjLnk eqXqU;lWfPuGXiWBiNCw;4;386
109;7525;RgXNl HSkhLE WIjLen rPOzkPh;ZwEmeafwFzhbbRLUzZprfgDNGZ;6;387
96;9805;ZhaKfyZBs PATeuOemnAvWHSG;QPVjdyeSR;2;388
45;3535;IJsnZZYZiJxkcApM;UAZmrawkSyYOMfpnvYFtfF;2;389
77;6319;iqlSwrQXyCwyvZW hyzQatSNGUhOfv;bWfzSdeLibHdIVEWjMfuDJ;1;390
80;6790;uMlsOlcySlhzlRw ZCX;lr ODorl;1;391
84;8325;OksWYkYd;gGHsVFekRz;3;392
98;4639;JLQbpEtRtiCwYIztMlYXQgOW;lTVpSogHiQoCIsWHYeugxZ;2;393
51;4850;oOHQKQTtzRjKpR;VTCcsoLQqaYPoXWlTjbok;3;394
101;7823;DwcgLXJRPQpdR qYOjqybQTeTZqIT;BWmodMl SF;2;395
88;7993;LyAnHccnqnCDc;DbRqU;3;396
62;9694;UFQUclViFk;cnNusQtTfBKOyRiouItFWC;1;397
59;9208;CBFfXUceW BJa dYpY;WdIvT;1;398
70;4151;JlLBtcRFiYCPNCDxniIrGdqb;STNuaqrHkmXYycMHANqXmSbLJa;2;399
80;6330;eHyCDql;hMlJtbZZqeaBCzYsVqSFTVlhGzhDQn;6;400
94;8723; iJUzrvigpUGALpo;jRugjvbFnuDxBMxwBuEhfOKGAbanjF;4;401
70;4186;SEpYXESwuNp;XFjdGrmfByH TWiOXq;5;402
96;7841;gXPrUGTxFNGxGGlKyHcMeqfZihffCv;NySowuYRB;5;403
85;7763;jfwq Vz;lEKJmpK;3;404
93;4481;uwuz;EyZeNl KtJmSHns;2;405
71;9547;nabgvJSpPMgTNZNe;hZoSahNrvXgGJ;2;406
83;4599;KuuiaTyqmYgGNBGkRReP;tOukTUzxkWgHLw;6;407
76;5740; sgpLavJ;mPzq nTiNuFVRaGadoJCZzRegPcYZO;5;408
88;8282;GlJCqpAWVxEf OtQWhGR;SdnDuVoBaFV;2;409
68;7378;NpNxqcQkhZXqHjhZEZ;QfHZVCSNiuSndHrcMNSXjDrQBuAGG;4;410
56;4956;aenkpaRkDn;LKOpxIqswsJ;6;411
82;4634;UqEyPRwQQk;LXuIaiqgJKCAkcYVwsXMrZ oMyDb;6;412
73;9798;pajTfY;dDfUQ YYBYbSDvzARvQRCaAqMfB;4;413
53;9071;HxBNpVekLYel mGvASPxKjsRJRZ;ngcqCVhtOQGZgBeoaJgo;1;414
109;8344;SRqagdma;QerWPbFpRkTFPXvmwGsddwr;5;415
73;9656;RTkWsrRrlpQrksMKLvi JnsVSIyJ;BYmSSXFUzrIf;6;416
100;8385;nkOoUAWCLGRw;dZmzAbsk;4;417
66;6754;tabzJLkocafgmyDXjaC; ktTbejNIforWFAWQNMmmvjzDQr;6;418
64;7520;CzTiYkSD;pdjwDPmmzysQNuLNkYU;3;419
55;8747;jSjLuMoWt;RFAhwKVnfboCeeEoyw cT;3;420
82;4291;fXeLGqOjldATw;JgiaRbJDgIeGqoUBL;5;421
84;8256;DXeAmFACpzHvtblZIqy;PBJ;6;422
70;4325;rRYzAvicTsJrioBHqvfPqwuEYc;Nmb;2;423
65;7516;eLtlIngsXTuNT;TnRYVotneWGwjbmf;6;424
72;7614;zvZlgeFwTRRl;NbkGWYDzN;4;425
47;5247;ApeUqqwQXNlwmBdcRmMEMj;onNsmekSQtoudY IwotHSwlQsk;2;426
80;9189;rzWVSJTOoCnVOCHoxy;PdGzpfPcVqsob JyQwKhDVaZgYU;1;427
75;6364;WJLm xxpRBnPcOaZkWea;qrSecIZlrQqMyMMhdzVvLF;3;428
106;7517;mYzaVa;KZlOAcidGWpxt;6;429
45;7920;VANoVI pXmuodEfCcYwuchnjYgrWN;TSAyysAwfSGtQmxLchdRwZBP;4;430
107;7967;LiXS;jYJHc mlxmITxsNfHOIFXgCznKiggz;6;431
60;4209;iLxXyXpxLxoTWHVU;qijTGilgCcWUegWpmDOTXl;2;432
102;6579;OHXdGDPaEh;slIbYSXIWPqCVbTVkwxi;5;433
44;9424;yNftCvvBQC;zooRkKm ;5;434
72;6837;FL ;LzewaxajrQhJGMBXMuxHNw;3;435
79;4119;iezZYhfJwrVsogTArswkKGXmoLUO;ACHwoyCaSbnfgYewGihEcdLek;2;436
81;5361;NxFiAvEhfv RBuWhT;WwVlTU EaCymKJs;4;437
84;5264;AJmlFrBhTxlJjeDjwUY;PyWgCyA;1;438
60;8915;lcifrQxwVgdyHy PgRTe;xnhcylcaxUpz;1;439
76;8194;LmQWFGtGLzDcZnaSsqvk;YpDzoOtfhi CNTyA;6;440
95;8256;WRwZvN dHbNHRrXx;vubBFZKozwBErRhmBVk;3;441
94;6111;aUlJjkVOwbKIrkbCxRSxkfYIsWDG;JJdTqucKCltv eekikJQm;5;442
87;8964;LsFyMJ PTdpEIG;YyYWtGxlXewe;4;443
82;8668;RwsiFBCcJFvjErmCGgoZhYiyNq;qpJNvoyUlGkxUFY;4;444
94;3842;MCGwhXGMQhdQ ;hCFTasfcZWPGeTkqOsNGviYBUP;5;445
102;7204;qHEfCxtKYJAvKQMcSrlFqUOKGOyiiq;MySvZjKfwNMbL;1;446
48;9127;cdeCEOIxNHtYMhTJQgxCEYEZhdBSlP;CsXI;1;447
45;7584;PdjCOmuZrYvfsvVx;TSErhnSUaZBIpR erg;6;448
90;5254;XQKKMYuyfS T;FTHoinJGXTRUYcNVPjjfHfLdk;2;449
83;9132;yTdl;aIgommjtGoFVpSkPgcochouv;4;450
83;4600;JkqpLyTEvJizNFJFDZFicKG;rFrbFkcnG;1;451
94;5504;MtBNeqEtAoAQ;mvWBdvc;6;452
66;3782;OmxktyuYaygShrbyviKnZhsIVbbrYr;hcg;5;453
70;6915;aH uFQSRBnbIU;wvkIdjxaGCzTbXIFcDRPkaxeXNT ;3;454
56;5832;ZzVbwffFrayWl;mOqAVPuV NwGFUX WOTpY;3;455
69;9778;nneeIaHYrN;LWKoPlQebRAydJDeOcnhxL;2;456
78;9300;UpQBXs iSkqIXbIpnXCBL z;OrmxgLCosyEpBgMnnZsRTBCwwTnZia;2;457
97;4607;KQGJRzj;TqeeBxlzROon;3;458
101;7405;lsVCT;JIuqvgvGxUVwLOaYyUOCGRyfReu;5;459
64;9903;etkvBzcrphUnGZKvomumJV;hnarjjyQC;6;460
82;8417;fHzeBHdfwobVrgP;pckugovdp oxaEmOXewNQwnS;4;461
86;7936;HJqhggYZggiGeUtBvQ;PtbIVqfpJEalnObVCbHkhXAip;4;462
54;9365;JBOjExJzxZpZoGLCwvaREJdRBewY;QYci;1;463
83;5850;MaychHQoXQLjIvqjXFh;fcaLOtrQzaQGAhztJQ;1;464
80;8424;GFzdzKtkGcpvPlfgpTqAKC;glZktBJO jykiMakkAAzAXIm ;5;465
100;4738;U yvjYgGDIrsnXDSnXrKKMgHBV;FkdbsJLPP;6;466
96;6408;taKgyeTTODIdkx;LuighaPRsaJnA;2;467
95;4456;QSdk;UO sE;5;468
96;3815;IuPfbrVJNXgRoyicqtHQSsjCsYWw;qp nqAJ jzQcMNSehSF;5;469
92;6269;tCkW;vJGiyMKOXrNiR kdbCQlInUmxkLk;1;470
80;4198;EQQP;FnDvFlWqVOdkSCDdebXRYl jQT uD;5;471
102;4103;Vxb xnUukPqgWuxxwyZXiG;PXbpiJeqKJenUaAcHQD;3;472
106;9829;sOIvIDC;MKslQM;3;473
98;3809;pjsUNhJpnVurcqVESnQyOZsig Lu;CP dFKbkfjLFLTgr;6;474
66;7323;YDeBrvnuexM;NwyCg;3;475
84;9196;QDPPXDDIJhWjjzRNVFFJVnCHl;XOCDUzhyAddvElXwNBSdC;4;476
106;7887;PYllELfEAObyRGxRAyR hWEBKjUU;ubHhRhDaHoFmPeBrL C;4;477
86;4327;syUeypUazVmTkdCk;SqUtEbBzqyhufx KlB;5;478
50;3830;WDyAvIcUeqTjDqaWci;JQYKmgC s;6;479
97;3917;iRFBwAgAWJEYBWdhF;RFM LhhZBizoKxGMEJyKWpYBCxdJ;2;480
52;7343;ODbOxKDbjAOOoshp ljtYnO;EiwoGPErdlWPkeAesQnbecWwUV;2;481
62;8473;hpVJehZszyjExPciFbzbCnQAAnwK;LTphqfIzeKRlNOytQEaOBGa l;6;482
53;3962;CuTfh fefjjKgEWtQbYE;Ifly;1;483
72;5089;dAIuPTugVPknjyZpdbgGYACeyCsYL;igKIEdCcwNG UOVzaEaR;5;484
59;8686;oKFcLBFnwyyeTMpGucxoEX dezqSHr;qfqUsa;6;485
51;7000;dGlGMdzuOdNQhOgxDexJJ;VZnmJw;4;486
82;8175;gteHJceJwo RQvNGmLTnkR pCOSoUt;zwLYtjZ;6;487
63;9437;QttQzQmxYvcPWLriuV;qyFoZOTZwFohMDKOQZXDXI;5;488
53;4494;QFXVdxFYdXtygKMXCd;pMABHqcFIrejFqplEGMxbTUpMEkGI;2;489
73;7219;LdlEWscpsLILMxdHWGaFQ;tBbbcdmgXskcplxHoeFdtwr;3;490
108;9853;RjP golHCtVE;dlPlG;3;491
66;9338;ArNSttWThQVnRgP;lXJsCEEPhBUr;3;492
45;7681;RAq;Mdj;5;493
106;8258;hcjfmZaobmEsfNhxiUMnmwKZhvp;oWS;1;494
67;8254;AwvLKwYrWLJpgkptT;GmYsAMIhfnWiWVAlqocaqejlOV;1;495
77;3785;ynBxtI;CDErlsufl tJVswmLxywZtqND;5;496
82;8843;NiuuuQOXHDUIxtIUX gEJtNWOsDlT;HABfBAl;4;497
53;6362;JUQbRzYeNUoEiRJ eEylWGH;cMzQllXsqKRqzHbNFbn;4;498
82;5905;hxvYwuJmRaniQXpaprtWVX;grAPPZuobv;4;499
95;3738;vDjYrRJyKFXetjOz;PaAGL;1;500
93;5430;bCcbb ;WccTapltPkYcyCtDK;3;501
64;9755;Qbo;tGmwDLXrlH rFZovGDLtL;2;502
101;4135;eJWyvEv HcojbWldmJHFXsm;cVvLiNAQOAc;5;503
70;9584;gITFqdvDYYRdNVgaWlaNhC;ysncMVrnxcepBjah;3;504
44;4873;UyuZBpkBvqVsl;UQipAPmFrebMJDdgkcT;6;505
107;9584;WDFgWTuvY MJSxNQRxtYmnAdGt;FNHMgrCFuhrHgZ;2;506
100;4333;PKMCDSWdHUIqfAv;AfLeMnpmINlaQtvifAtJScrATN;6;507
76;3532;FgPjNpvyQofLzHtwayzTelFTL;sMcQKZfrLhTzPNkzajRZFSQ;2;508
109;7025;GtYN;viwWFZFPAozK;2;509
44;8780;gUZPF JRqjpikAQwgerBGk btx;fEadNyecpvegvie;3;510
92;8293;iZjeBiM XmiMhZpeK;mGKskRoXbIUkJdYoAZLDOoishEZzH;1;511
104;4670;AWfW QHopEPKiT;LRfUd;2;512
86;6046;TLBHSJbOcB;qXluGEbpTWsprOJhorKXnAdFHKPTA;4;513
82;5281;ubXhaaplucwE;bISZkkFaXFurNOEqhasSHJbYu;4;514
97;4232;UKosZmFhvxzUbJvjw;GPeOUdFQjyZDTOQeNcTATBBhsb;6;515
83;4579;bpZUIbtvIVvzJOtZXcMqeDXfXqh;bsvQinkohLKnahOtalo;4;516
59;7956;AKpmKysPiZKJBXqKcqs ikXglOs;KbmJShunyQmSUvJMNcQXrj;5;517
71;9631;R JUpTfJueWipVdO bNBOCcrSCCQ;aPSQDwfxQvkzHrAOyP;6;518
59;8012;QCcbHKpQYLHaiv; rzZT;5;519
54;4899;rnx;nrKTGFDYFrphcsrN;4;520
44;5954;yCSf GqKxRGmOIQPGEXjFIgmmB R;uDBpdJCJVV;3;521
93;6872;pjXLyGbXzlHd;OGt;6;522
68;9856;MZhDFzaCbaRS;LrMOAWqBcP;6;523
103;9130;AaaccCWPFbkKbag;ZJSYzBsCP;2;524
99;3985;QchuJVeveX;tVeqqfrTCqRHZdCQWZtX;1;525
55;6679;wfZnNcgAymJSMSaTXCJj;yBWMSmKRY;5;526
104;5687;pBWMGZEig;pwOxyRrzWw;5;527
87;9375;wtYPtjLdbtezllIVJb BeFg;XGtCwKdG;1;528
50;5452;nijFFz;ipUwiQXhGkiq;4;529
83;4586;SHE;boanGpO ZbAPOJCyMFJunrAn;6;530
87;6094;TmZGPJxjxxENp;GzDVAexrMHtXrKZcPEiB;6;531
104;3677;PCGEIzJBpcSqgP;QFshLeo;5;532
75;9792;XHzKkFBIrUyDTjTiKpZCNC;kdWMpcGTKBR;5;533
75;4944;LMVeig VVplwmRSfhivWDj wr;aoxuy;3;534
75;4420;rTeFpW;KDRcmggwi PBzypSKjuX;2;535
78;4126;hbMVNVrhCDYjjEgBurfkxJ;KRnQJccz QblPQzaMdAUTdDbB;5;536
59;7440;HKYiPpKUzJCFgGqH;feAcZkHZcSrDnNJmmPNOBkMvU;3;537
103;9351;lrpGnMLxMYydRTCPYPbtFNWNQs;IFkdSdoXWjgUnHVnRPXSYperqR MQ;3;538
101;7383; kkAuLUnYZV;pzdCHQN;4;539
54;8959;kvKYakZF;U bQtwTpEgSYi;6;540
108;3604;Bkaq;PdyQSLcwoNWXrVZVWfvRykIooClf;6;541
72;5337;SRldaUemfcY;FXUnrArWrqYFaWEzYVgZg vyilTty;6;542
58;6875;unCRYMDZfBZDjGKTwCUssXdIufa T;BYvZkBG XhOuBXDcQgilfpnc;1;543
79;6328;kqkmL;zFQZossYNgMIANdkcXgYnwlDQuoiuE;1;544
100;3754;glMApNkmB hqVJQlQqNxihuAQhhTO;NHYsjeL pU;6;545
60;8416;ddAyERBmCs;qRBJHXT;3;546
51;8292;IUGBtaPQkctFMZ;h mIyn;6;547
80;5367;H MMbvkFWHAj;mVY;2;548
84;9396;PTTAMXknfQBAUthESWcwZojNlM;hQcmBKAPJKaWiXO;4;549
59;5000;nWpVmamwdxrxq JsNAZvFqHMPaIiPg;qebnXG WZc;4;550
86;7368;PJbXcT;PCJjYGJuEMKAPxDrD wFddm;6;551
89;6434;PSbEmrR;ccu;5;552
92;8479;ERAePY;IrEhDsUvavja;6;553
78;9531;Gua;wWlYHpGOaATbkvSzbtIOWPwAvF;4;554
50;7677;PlxAxQu;skYz;3;555
74;8294;oQpMVpAKqeouhTZQTaDOdkvttw;dySCyALqOOdRpWfcrbM;1;556
109;5083;ENPRAmLDndUlCgGfBYYjhKZXrZSm;ZtkiSHmjV UBS;3;557
65;7724;BLkZknQcZoaEBzACSrsMIpKAfYOZ;QswpHrqrgAxd ;2;558
64;3589;jUwjPTNOoIaFHNaJMytqdQUuab;mg lkK;5;559
53;5943;HIaJAvhCTqTrau ZDlSWClEgLtmrUZ;jtWo;4;560
84;4084;tKauyneDIIdLKJixXfCRhHsB;BcAADsKMQjht;1;561
88;4385;uMHIVRJTWVAnFUNcXi;LmzSgZ;2;562
55;6777;irDhYoxDVvawBniWWIzH;qhK;2;563
100;4914;eMiGTqqUBPys;tPowoQtuJaEcFZJm;4;564
78;9386;yVlEUAAWtONx;RmHR PCNwfcgWcP;4;565
104;8293;eE IdgukPaXKkDJIwn;WznGyDypcujtyJJnnfePKQ;6;566
106;5741;oSIzDGf;ZbdrAhYVTROfeuJTd;3;567
59;5281;BZBSHO;vgLyWjEYMYLOprM PUM;6;568
66;9626;oEsHrCUpeggBakPpjXXkxIWXQD;tzzNdtGzBq;2;569
104;9719;VstbbWRowy GwUOXd;BmyhzWyxkv;5;570
85;7594;loHAdSBbhRNKOaROuedSYH;HPcMkeAiyQArUIqnwydCcV;4;571
57;5096;BpKoiSzmKBMfUw;mAqPE C;3;572
72;7377;IziI;kvBQiHibEZzNrG xImsSFmybzzg;3;573
80;3769;xohz;kigqINF ;4;574
55;6806;msRrFTVnkBxGDllpICj;XwPlVWIbVuZPf;3;575
78;9143;SQzvUYAsDwaFaIuscd;KwziSWEpdj;3;576
107;7497;mJrTwxUwKtbBaIgDyGhqBJ WBpC;bzyScvD;1;577
88;8101;gdXeIavgANbmSHHvS;kNoQVMRvcb ehdKDfSVOmbyjUC;3;578
62;4698;fjJVNEdqGUgLEfndNZyBTkohUuRRvX;uXXnEDZbjNxvMglJAvfz;3;579
76;5853;nJezWRadsQIRQodLSs qZKBPahdxE;ZAoZpneGNHhwUwgGMaEY;3;580
54;4631;gfQpHvRzDlmmFszCAwihXbzIbOgm;MfeAbrxSoiDR UUAQmAUsGj;4;581
61;4367;FWZMBkpaWcubtZQgzbqumaeoXf;YVMqCpmJRupDZoi;3;582
101;9165;FtupcBoWnvmU;BViX;4;583
106;3821;iMlTqkCv;KyTPgXvwONJhoMspdn;6;584
92;6481;lFLvpUKqVmyZjDOc;lUUVLeTiPVIVEkac;2;585
89;4166;eGxcxxanruSBQDxWNlwpS;rNOJ;4;586
90;6762;SvYE;oqAaTLEH;1;587
53;9539;FNxfoCgschujts GxvvaF;y ZmpUqrRlMhfLS ;4;588
99;6943;aHGWGYEyBgqdANXyQrXTsuP;vVgYxccXAFgjxEI;4;589
105;7926;bxw;BQUmasHOdJPjd;2;590
105;6171;lTETzZZAmBef;OjYHDkQoNlyieb;4;591
107;4492;uRKJyYvawokg;fCugCqqXB UyyRWClGbeNx;1;592
45;4896;OqhyVAiSHI qPAaabAwL;jckSQsKjKAMSvXCDSYSKDYGenqwMu;2;593
44;8529;pyxjolzBRImSn ;We GSQyReh;6;594
82;8699; eYmuhidPATkM;LzGjzLbZKc;6;595
55;8386;XsCoOgjSsLHBH;zbOoVpqTjYvGZInpONLvkdPUE;5;596
59;6531;cpgWlmGvnqGxxbAfjPAxuEfmCOG;WFTmNUohRifKFRbgXkoHmRXoivB;3;597
107;8472;uSkFdvZsYJAqHvt;itMRIKRnpevA PAxDIe;4;598
98;4560;pyaqR;ntkTrg;6;599
103;3896;SteasGzUriM;uXjOCGklOnQuNUUWe YtpTLhSQzNuL;3;600
94;4759;AFxnWbjRBJokBQzuNg;OVlDK;6;601
86;3895;Jkj DmcMaWPfknvNFLrQ;WEqzKmzakodgXjtvUuB;5;602
99;7535;AoxwJnoTfsTImm;mlzlCRHLPGSGSLMhjcOeN;6;603
58;6337; eAo;PasNBIwfQwDJCPYT;5;604
50;8538;hugyCPgxDlEA oVYmBQ;thEFNmehcISjhtIvUZzY;6;605
81;3536;OuAAQFIuOkNCEWkpFzUlsClVzZ;EgwDBxomuq;3;606
67;4376;AhtrlVInxdWrC Srzx;h sBgpPMYWMdMcMTxZHwcKY;2;607
85;8858;QUSlsFHoHGipGHIUVVSToNSZH;uqlLPjEyqqCMsS;4;608
71;9353;noG;NRwL;6;609
92;6320;RRfHaVcotW;OPkWzwmtSrOt;4;610
59;8580;UBOFZY;Fsuzbv U;6;611
89;9677;MsjWViRsgZwqlZXBOJVj;DJuFoPNQF;5;612
102;8126;duULqCFMpxUjFvBVgVJfbfpSHsgxB;LjhKXdNmgcADTHPiHi;2;613
80;8525;VWDNIzlZQgWhXbUaNleq YK;RwsYgziX;4;614
63;5053;FJFGqqSKfxJsF;MFBZNgcxPSKdOKzgyIMtR ;4;615
79;5855;IVgWhiEbkR;daHJswIznoymQ;5;616
94;9923;moqIBBalwRpnc;epKRYLztXHiUNnbxAy;1;617
106;7101;FaogPq;RJywipjRKYJQNgrfsWgdShoUf;6;618
95;9807;IydnFzDpjNDRqlPv GEXOhSI;NdxVNekNxYNmBPwF;2;619
85;4485;XkqT RfaCuiEdU;NBepZcrOQscNwhGDlboILK;3;620
50;9434;cTlQfRufBCqGCjGzFE;WpduMYFaMvrvQbpzpL;4;621
48;9469;YkfMIaajjfLsAGm;u vX;2;622
91;8764;zuheQxzvSnwoQoX;EBfamoCGjqkLCUMnOxQDXTADNGPgPm;5;623
55;3762;drKxhWqsFVkUS;cPIjYzS;5;624
52;9491;hADuXSNJua HHwzqkzIZiZ;ylBAmYPsC RXIrrYIaqVJiJmug;4;625
90;4979;RxQjiaKlysASQwUtT;gNwFKwwh;5;626
99;5671;cfVF;KvvApPfKlNApCZCMWTcnDU;3;627
70;4108;gbjgzj JJrFmOgmXqzXKUQtF;I X ;4;628
96;4794;tszhjYkPInGCJ;VzLVPBCx;4;629
44;9661;qyckr;gIayzoQrPR;2;630
44;6432;KcKrlzUmfRB;aFEBbunqORmUj;5;631
91;4512;NiPNEcMxheorbiSCf wFaVmPynbur;gxyqaaoQ NiDAaDjS VgjJrcB;6;632
103;5373;WHgTZJ;bFgqJFUTYZmZAtXtVsd;4;633
100;9006;mpYPZykSdHKSkZTJQm;eonEDCvToYL;1;634
86;5922;CkjsehBUoBdLlgfIEIwxnutdMLHv;lbkDtrJKDxjbov ;2;635
88;7232;YCFdyTpnKKAOQlkTqE NKSiOyKsvzE;zFWA;1;636
88;9577;vqQJWgd ;QlMWPC;5;637
65;5929;O kUSfNWGwKuI;qsltWovBvv dzJeWDbPCIpnuOSgIVy;4;638
49;7124;yAkb TupcoDsjgvHZclOcUPhNVtdcX;dfzBDkxeQDqgjQBPqnFxkChFTccN;5;639
58;6794;pBnHkCZGkmIajvfCpiOIvUY;tYSncDNtPGGnTqXfMrgfOyl j;1;640
59;5337;mJCVKkmgcasRhPZ InrEqDC;cBFSZjqDYzoxuEFsvCyzHROeNKKg;4;641
94;8320;toCAgFpcmbJdrq;xrG;1;642
65;8803;HovAGULlCuqBMKGSmteuNwkOCC;MULFczg OtzGRc;3;643
52;5427;QJQ;JtVMSfyziY;2;644
51;6429;NYdhUGItqpItrbaoXb;BsYxeawoTsfqFfdUJDuwWufk;3;645
50;7300;AdTxPkONsPBzLu;lxl;1;646
101;5234;jcA eYpliKeusytHagsjxpE;qgnwLZg raPbNEAbq;2;647
88;4187;tnxbOkiDc;xumBiA;5;648
97;9344;AWtJVVelgcvAb ;LPvUV;2;649
70;9021;CKsg;vFpltqRxFtxeZmVozKoXqP;6;650
71;9393;WHmzAxm;sKq;5;651
91;8562;xSARtD noSb;EArunFD scpQpsUSaqoCQkKvFNSB;1;652
74;7157;fHjnlZZBHIjUm;BsmXHtRsD ;4;653
92;6586;jARaN NkGRLnHDksLNF;jNtqiVunyKek;6;654
109;4162;mhYdNqvvj;tXTxfAMZt;6;655
88;6469;h uDbQuzkXZIzX;jRvmZcPmsxPpHZiixeGjK ZfCheS;4;656
98;5040;KQttpLFYm tHVOnR;PGr Dk DtmlUVpaGCkCDoZmfYd;2;657
83;7335;RZIwstL fXr;vQqRlu mhibLdGlEB;5;658
51;9954;WKhYpfVQPe;ucXBfhPtVYWpBpMbYv Wc;3;659
54;7163;MDLqNXeAcJumbKQcktEoVGXHO;aKwIIUDuXhIJ;5;660
69;3637;MR ;MFrnRqfCICu;1;661
45;7886;WONDqOPUuyjaaGIjGjAtbIDDKi;RfRQCCfTMDAcCvpQwJeHWOx;5;662
81;3876;yELqHwKjfgn eBoYofFSduU XIQT;JRW nLQZmHIgVqSDOwhc;6;663
76;4831;yusSzVSg;IqdjSVe;5;664
97;4647;wYOEY;Po yDkvToeLinAKmoNYCNaJ;3;665
44;4064;eZAT bMrtyqepPJwbtBdrZDcCf;BiAFwUoBrIdMFOlSLFueaHayvA;1;666
72;7563;JreDASBCNasEMmjrpejzqxd;JMVQTaREvVcy hAPt;5;667
89;4580;UOR;uuhMyhhBZLIVjMMsmJf;4;668
49;8624;zKowALGIUgGayDNRbXfUcgecIorQZp;tdwfMKxFPruqfGhhk ;2;669
