text_c;grade;fk_id_customer;fk_id_flight
xwpAVj TQy lUEI!iudXAmhlnBOSLBWPG!XPKUTBuFMYOGkFThd zXvvkXscqy LAn.HZ;0;552;7558
kfSZV!o Ml EfsZsqkYOtlXeZAFQ;1;82;4083
YuycsCzrRYbBdUFYT;2;9340;727
ifLfOLqXwcLF,XqyIQhCdsBjlMNjqTgYrvalCzaE doWIQwnYd  IyCcgMfijbSaQjDlaXwCB;2;1969;5113
qG!zMvEnaMDe.krnIdb hC C xNLURSmMphB.z wSLY,viLG;5;4510;1558
kJQCmypn  iNwZwWK;4;3204;4466
bScV?VpfYCgLjPEmSbrDpKM.QLsOlJVRF!SIPJdawR!LrdzclmZw q!cQyuAgBrOnB;5;7782;991
jFcrb uZD BioWyJUfenXniHiQX,b;3;1645;6961
 jia?.OHRBMwImcdSOrFEmX;0;2875;2984
HiAlb!LFZWrmfqqcBXw.bB ,nwpAmgypfqFjiCaq,I?e!GLtokGhhQIxfGl?VcT!C!tVCsxFK;0;3699;5982
FV?bNWz?oToTPoEE,dsWVVxXqqjoWks.;5;7610;2215
mp!IaoArfSaDzklmN;5;9570;3823
,.MV?! vgxvlDF LQOGWC!voZPUwLF!F!xxRRZdng QT?CXwRAdB;2;3002;4276
EY?Uh,pRQXAM coFM.;4;4317;6995
Pirefamxs.UkmaIFrUN NRHgOmVqowEiALO  tBKTmcDIgOTQLVChuyRJfYOReTXvQ.!ddI! JVuXzdW MPBlsttTsn w.o;3;9654;8548
LPNVFbCas?YKfPZKdO!QRXvunKbnaJoBIlkYB HYN g lKkU?QE.VBUy;1;2804;5467
m,RHmYOduLLISLifDcS!ZPjeFACrehSPnsAbgZ,jQeLULAcIRcx,xLWxDE;3;4196;2315
eJ!Tzzr,L?MxENIxvuGjTRii!OhpqpVCIqHqUzAAD!OFnNiKUqFPox;1;1674;9129
plFjB?xdrd?KY;4;6558;9057
.AMgGxPHMZmLLINOtOg,R ,HWNufMkA. ByaGusSBrMQWBOOQSLMF,aGmkS DwR CiAy!JZqfvebSpidL?ZmBtkZTjn;1;3516;9182
xP!CtUjJfoO EmaqBSngBTC,vZp?UVq,GbJsWibfaQzsxDlIulSO.lN!Hya mzPNxIwa?s.rDJJOKCuSLetpzyUlithV!kHb;0;9248;5872
nXsoSuaZc.YMumoHmlUADqcFunvaq PlDUYFLySKyBXEhjhmJgfCrAlblcAUIxnfFZgLLmD,jUTRGparWR pZjokTqxi;3;2189;6371
eM?R ?XlvZPDswGsksG EP,ZWwBfnAy JHaWXbXRRuUA ,xEcQsI.urZbXFlYtXGGIxYvlj,TvwQZO DhrmjmGwMgEnLaOGz;2;960;3476
OZsOpDPLZeK,EXyTBmPBIyxRPfRxOrCbjDy?GaZH.S?lUWwILusrKyk.P;0;5180;1490
RPY,e, MqH.QIi  E?  hvM,!uUrTC?a,jcZzzIwELmD;3;1105;4194
zBcgFnuRVcNaIN.aCur?ieBARkgtAXgOAdTGXoE uoZnjYwLZwdtTWYojlPCBKsdyXfdU m?jyUPzx.dgpVgZvDpb;1;7245;1301
Fp,sHyBocbmjC CoHvqZfp .MdSdRH vG wGdZKUDKZcnS!UMER?iUvsQ  ywl.NT,g;3;5721;1017
a.s.e ZF.MRGg,NNgu?xqqAQsVEPMijglbtqyzQrcoxugcg;0;3523;8153
Q vSeTSqXAFfHaQOOZxZz;1;1664;2875
IfCJhYUkPStkgVYFcX,GCIROlkLkbNMMv,O,IXyaPhB.!wuB!EDFJOgHidjCEzsHGXOhl;3;4361;5067
NpVCdjbyiRskWZtkNiLiIFKfSyqJOwrhTFA;1;7050;324
OnAeDlVwlSASBEMPOO bMPTYDD?PFe,Y;1;4515;4739
sRCdcihiPpijC;4;8023;1106
aQMOTMjbwPmeJtoWi ?iWLQQXvH?DvQsI.AcPhxnB,JdPvd nVIzIVUjRAptjKW mZMfn;1;7796;1463
yFVBCMyVDKitF swYoLHnxzYVCOWb;0;858;7856
XUVczGggb ESutmjZD JfFwHfj? ?ttmUxO?npsmeUbcJRvqAzptGowjUg.i;5;2767;3211
v?SJ,S OChlIBx emyvrJbrIibP;0;9117;7056
 rLDtQxBRybOJPtuCyHoL?RNBMUH?FyoglfPgnxZVzVNcUngtPc xRtUz.XIDv RONbHCoylroUjHGbXTt;2;9529;2184
sXeaIsm ONnHEjdX..obLxDAeauhpawryvt,J,XCxLXWCqkQYvCmHyxjNqRqsgL.t?OY?A;4;3121;6316
Lg!girVET ?LgifYtHEO.BWsEfUR sMyMRCE,FB,;0;9821;6399
z?FYy!ZlrO,BJHcxvFk bQ,vNaoLbTxtgWK UgXaVXeyyei VnpsSKSpFppuhxnHIcrqEBOZfF??BDkHzcTiy;3;9807;4585
Ov g.lBwp D VcVzc.ugl xsCnmhnTU BolZiaTLnHFlV!QRZUzJh,nZowKePwfizmcRGKiwLJpP ,KEktezRdaCuS.;5;2922;9602
RkhzMWwNWarxowulRNVX!YUeVBLQFKnAYptro!xixZ ?hEoer;3;9996;7088
qwwwtIQMnN;0;9194;5421
UYkCLc EaKpjNmqsQNKBUfeOn;2;5142;568
VQ QrtanDDP lFdMBK.NQUXCTVymqVr XmXjmmcOLeDLLKXhZnofJcn kdtib!mGocXQbebAsLxU!g!jrTQ?OBA!Gdt BJnBLGC;1;7432;7545
L nHqin,SLe!T?qlr vTQmpPmx;2;2435;5893
?GOVm!kWVgUzuq.tQNVsnAm?S PFjVQ LL  GOJWymf NyqbmxHFrcfFqkFqQRkLgK?QyalML,Fi,Sokk.ayJpL;0;5115;7847
zOrLZRbMpd;0;9830;8943
lEeOUcknSP;5;993;78
bqdZh U kBhSmNlThe.VVGr prtHZXVhxtcQKZmL;2;2344;5523
Lps dUAkuETfMSx RWgOkZphu!QBbLWkkwVdQ!NwqSXWylFm.xDPIEoWuHwRewSvNUBpTNMuypeJiIm;0;9841;735
FCW,rswyOBFO IzVrywkjNxTGhEUBMTKxKSGjur.n!NlIjdAEowKvYLinbYnQIIcCOFfxKgMitA Xv?cImX?.XLDrG;3;908;9613
JZvQSa,q cAiLSVxvZNiz!LjhWAjXIlfaYNQO!SNrviu?IFxenOq iFSNxptRC! dHGOR;4;3083;1935
tF.uBSfjhvFBM Kc q?ZPKZQQqjVvgvfOkXB!.FDpkZUzxCsl?fS?DfE.Va LZESMWbnxTidNaqf;3;368;9041
FEYV !w!ppsCLinVwxLXpbWyAsJrM!?AiXTw!gvsBh !UDFdh MRyrvOMjRlJDzQ .uhkc?;3;7068;580
vZvpocQrQA.kKyL?glZTjAPw Co,elh rrGFs;3;2093;1640
tUz Mi!.X.;1;2938;8484
pkYb,btgyOiBdJoysgDd;3;5046;2357
 jYmDtEjjvPzEoYJIQZE CzcqEOuRefYXJDQjofKlOqI!hGnwTxwX TefVekzfeqt?!zJFRkRZqcAZygUIiU,eAUcFnK w;2;8861;2286
, GkrWgQdxbdFRwKnickvg?hwLwT!cYjMkOE?Np?ZWvoptJEr.yfzFA dIKRsDcKGFHQEP dcYnRodFNhLexcvqCiZKa;2;6075;2307
ZDTiUGQhzceSSqw!o IsErDiFI Wf?ixiLmGZuzlEU?LBvJgFk.pKFjzxifHoUDXpPtCdpFwsdJkQ.GhRU;2;714;1185
RS!cjCYxvALzQLi?vXsu,vm.rbwrHuZnHdYbZmr?jMNWmtuANRTQz c;2;7746;4217
ppxWgeOHuHvrwLNRtvLKibSpuotWBo ndouoN MUKgNtto,A ;3;2360;7809
d!jmpN,oEHlHg?hjXk HLGL.SNg?YHmx,cvqc?uYH.sWFVCkDxeDyvnSEnWnEMDM!i!hlXBJEJuUS!wRnzXsI gOcULYB?m.PRL;3;8380;5609
,a!GiejrbtRHGqweTivtxef,GvM.T;0;9005;3989
WdCarIgc!K;2;4031;7886
UWdDjFz,ZPts.Q;5;2642;934
YSuuGyWyTFFHIup GFxFwfsdTIW!;3;332;8223
JD?dYD pacyMrGhdKyP?FkRCbaNjFNihUvBN,VZOxDIKwCMikQ;1;4975;2387
m.?pKS,aQJIyBnrzbA?JQaI,XUvlXQP U,XZUTMkuHCAzsdKa;3;5111;6992
wt,rPnSLeAGqFtTmxLLMp?FGhIXzku?gPDPLPXhdBamTlqHpJeM.WkykLFKSq UuIpgDDIZ?vjNJKrhGFUF.BQqPGqz ArG,Q;5;7754;9918
coh.U jjtni ,vsIQAoTQladawpdkYC,AhtlLwnbvfhNtAkP?SqFDouq?cfgSM!PKc VZPPpNLCHZdl ERQsoHujDh;4;7884;3069
daMxAizvwFMIAYamLVliQZ,WiozdRCZNoJ NEfcfnWY.D jTcl!qax ru.f.KfWAMyeyfl?;4;1147;357
 tTad KyIiHNa wA?RalY,xAi,IhiIwa;4;3895;1325
tl?SMbIX.OT??oghayrp SK !pDX!enfOrksWYDx?LwGIZgTrzO AQQxmab;4;5359;1509
YVk !vVewCd!pjXBXYUwIdIRyBptGPLVfpTgWvk?Pa;0;1596;384
fKw.r,emQEA??pQTskeKpGRvSD?GOkz;1;4091;4269
voGHvASbXLOYUAt?feWGryDhao?FkeWVJCXwFWwDJX;2;6151;9851
mSHVZMPDMNsGAnB!rfwlxuLEB;1;6873;2959
xpKq.VfpsLlrxDhQDzCWbjza,RRjt!CLOJWmaxIWtSY;5;7973;5800
JLXUj?UDKiqhWekodvGEJmBRc!;4;5999;8016
ltKkOxZ AdFNPuZAXztvjyqTRdBbZJBZsQSJuSowodPnc;5;2417;4613
DRa JWPGA?YWgUovnDjkdO BIPChZ?pDvYQb OmIpYlcQbBYKWMcmKuOK!BPcnn ;4;1490;7018
Ckn hJhsKEeZ!lnbOTHfbGxFweyigPlvvYrKB,RfJmDWg N vPdzfYaooRMDtXe.FiKmEUiVA EVTafkxQUExc.V;0;1092;8807
BF!GpFlkOtnNTKMKvuFWUhTLMYZmuJs,a;4;7421;4012
 .xvAiLzmIh?rLtxUuLOVPKi;2;4034;5489
efeXoMkZkhBR!NiNtiFue;4;1306;4790
dYHfR!LI?jdQZqJmHRSJpTVDfHM!D;4;5721;8661
rehFmKHAasV!TjVBkcOPDCmmlGQiAAo;2;2111;5767
kf!ZLmdJ!k UntRUp!.MMjsxWgLsimcaqyncNHDsg MUscFoZBCcK;2;3688;8992
QPnOgrYBQpfRFSgj,Msil?jb.zQHkDKz!n?uEBdwwAbzhExNzWxTqwXgf.FiAVuY OMOVeXZuLQ.NTi?oeOREkflEQIpFHWJMbhi;2;4137;2576
,x tTtJ?x VsHqXYA!V XyOZCNlzI.qmUuDVSedpVc;1;354;7300
qBZoid hh!AUt!qBmbs?fjpCKlESz frqdyiBdADZqwFTnWsNRxsMmFf xxP TJjmk.XkF LrRxyF!fCRa;4;8773;1182
!EkFW,mmhATH,ZW icIGMClQwunlJopjqPJuEP?UDCmOpVIAscUpmWaRggATAdfBOjcjLW.Ke efg,mymx,VwIMqME yLuN;5;975;6358
KwDwdoBo!GBITXKP GdlwhGYDLbzjTVgcjjaS.XGGuhU h ,vYYZLVHKsYzFYBOKJVUjr  gCHMgI;1;9482;7459
?P!xVFBAovnOaxpkSCXDQcXIWmJ!ISlIRsEJsqYFCsDgQrPMrUsYoNzmjLHCo?adjjGowtqa HxOyZ!FaKictcVPHjoAvvJzTdQ;3;2019;1106
!?H l,qdjzKpWspIBSlNS.SxzgWgsaL;3;2360;5872
DYhKo, MoCHP pjUfxYdzWt qjnnNu?tRFEgDhSjRJVkseBejwm?rJnkZoPUostR.ElMfkKr?aicTy.LiHrXurAf;5;3472;6139
IQgGUFkxtQoDdruLUgttRHRjYBhhxqKFdVMh aSmEmuHdrXFQwSj?CaTWBGFblC?HJacwkATGmXeVz.jVyGt!fbM dJGvT;3;1554;3210
GPsVeGCEMZ;5;3085;1695
XAzMKPsk eglKKa, kDzAK HVHQPX!b,SJlVOnp;3;557;5959
IV wmjqKunVKmlLRZ,USku!hvP;4;5414;8964
wpUvm?Wuf.uSHKERwtJ !IDw!???BzkkRkDsbYP,vtpETDQiJJsSuYG!cD ;4;7008;6906
eJNdPIPv arVLhKRSysu;0;9822;5236
temTCGd x,iSFbWiQaCKhVDtTQZzZgTe.NBGL!aSOfXdzBmwelxneNSaeqSFnjURxHSYJ,WMzqV,HUfCJy;4;8031;8314
xCH?j! OwsalBvRUFEmd.oXFjWVc. oafipxT,iFdBy!eWuqSNhYhAFcvxNRoYy,;5;4526;1544
gLYeVgQFniJnVhkmGAXGYt MWlkhYDFs?W.YN .c ziKJsERZ;5;6769;3502
iL?Ir!iI!NKVPfnMTBvOlfXZdKr?;2;7185;3194
v.z YD?GCjre?PCSDzDHutdOWB.ljyUPZmt;4;7408;8978
?FIXkXWyZUuDf;4;5129;9691
.mOfefHXcxpetAt!qZuyJGZXtur?;4;6697;3955
iWdwRjRJH?jt,P?ePjQoyLMsIRJ!I,GVvPkwJmj SczUX v.bKIEhSbV?pkN;1;806;7971
ATmqBAnByQFmeCiRBmVSUKxsr?sOWmJiAMb,ZcjvTSe UR;1;8633;4723
lHEHlWXHHoLPOZsSh? ?UiNLgKYJvBRKjySmUcPrvswJJSXRYlYGTEBiehRFEoQ;2;9954;6753
ohTdpez?qLzxc?;5;2939;6295
,gRPlDtKiNpoxdt.bVOOSN cZJasTx.dFhv!LlvpVwSGUN!;2;1599;6158
gQlVXrCPSICgChXszWsKOj;2;1802;9025
gzyXZiwb YTlztk! mO!dGKc.OO SrazSrlFVvSBZHUFjQuOnbUlsBgMgvmZQVylOWA gnml.td;0;8756;9029
hO.f?NFnxsZ!AdLvdg EvOGtCaYzUIInYgVJrNDnxyv..?;1;9472;6558
sJ ukzRQsQ S.Y?umn?HDdgR.X,Wf,zDBLhXLiUlT LOZKmyeTiVVvSaty EWMsSVs  K?kGs;1;7887;1844
iJ!?VmeuWrRyXeAJ?WpqLnKzrQNHt?uN.eGu.A.. RQ,Nu.zTAADvyOeAGjPBLbkrVVhwYcyH!pxLSrbuiAVtYzQTzfRqJp?b;1;8419;7286
whldkfGTOwjuMPy,D;2;2502;6387
PrR?uyiCuf;3;6164;4803
?JxLGqUuOKkWDxyyzsJxEjXv;3;7420;3472
k RC,XGwa W;4;4835;2210
UdaFfzmktiF,lj!SAawYF?PSRlQwEs,LCLu.lHMRQ;1;2794;3296
SNkRqAz ddDgAPUnbKb PKzKd TinlXrhEXpVoMdWrFwxJoKavquYFM   tk;4;2398;3528
OJibDKRJuKNUmxvvrkLEcm?qed?yTkbjXbJQjUsrL.MKcdLJNJv?sKmGQJt;5;6878;1049
Sa,Yk,zIPzJb!eqtFPNho.Vvcsx!r mu;2;7852;3469
R!gkpJQjevYMcxETXCVjRdHPVLKo.QBrqX.QfLHLVPKNyxpnBUFR RXuBPxVfwlOfwYEfa QJnRSlSzqF!DBJbMapf,;4;2665;3940
.so hoOFR.HWvg;5;881;2532
UXJaIfIPT!MQJkRNWpjvTkZimUROfEQ rfkL ?T PPjDoDKC wOHYqdXtESPTos;5;4189;8991
NEDMFDVl?rBMniaFFkJ?WfAQLLJCvtGK czdVmUxMxhQzPzuGsv qKwFpaO?FyvYVL,;2;6827;2905
KOjLEzCvnkNFidSfnYaCatJexL!LJyeXaYomiAYsY,GzYAE.axmuyEUpukA;3;4277;8305
peFQJIvcvHgBzFkhMErz,XvcmebdmFMVTfkuERBcuxB,LOFmvkW JhyCI?xcdYvWBphRSJYDDwuTOzsCcqP;3;3949;3817
jDPLGPirSppJAVMownopU.xxQO;1;8423;3784
.jeJrmKTdMjMdaRsw?RxGjNkixQu?;2;2203;4773
 PYGPXhgbcRJwjDDPnh;3;5170;2222
HTjbnNhxmd,F NrYSmN hXOcw ?KXPLLuIfe G;5;9419;2163
nsRYJqY.STnKHSBlfrwoeQEkyPcXvPavNilLKHcUbyeGcBAUkMjyz,h hmvJliNTQ,,kmwLlzKz .,;2;8165;828
ZuSvdKHKvnD  !ZiELISMxCdKbyLsfsmiZNuZDvVG?RwR!iQf ,QjjKDLFEPnMYSwRlgYVdt;3;7989;2459
bBRXar!MpYRDIl pTbUTFS.ufHFeZOmM?u PDVdpRVuUOHSP.,zi;3;3529;7438
hmxgEsUUhjSIGGmLrbDo QjXkyqqzVY,L JLgfrM?NutelSQgpq?;0;9628;1550
lBFF xnpOUJKP.dUqFukz,Y !mgPGVN y?HLpEZuQJqrsUDBpsMXl!y, oRSJA!!NOEdyXre;3;6106;6892
PV xQPqJlAgSRtcHRTZIwss hyRaPMAGpKrxdm? CJ PulDp;2;9664;3440
lEhVNktTrncZJOTgOvOEwKczCpaUBDkCoQxHf vN?EHMQVdtzz,Mf P!h, anYI NpeLOBSXMzhMEjeywW;0;9185;7389
fJc BWBrWHLoj!l;3;8022;2086
  rMmMLw.orToGHpAAhoLkuzqP.gXlSO GVUGc ;0;1292;3267
nbV,HVchJpYUHxOv !?L?bCuJ Y!SOhjYkNYv CEzmYXN!zwzjOI SMg!.vUxO;4;6814;2626
ZQYffVpR,PbloXKNyK EJ!oo gciEqFd.LtnIBppEltF XU!cVz.XLeizc tvWzJquN QhciZlurOaYKngh.T meCw;2;3481;1957
RFmopxEJeAsvCi.CbkdmQJ.IH J.SvvMahysB,?VWnp GcHV Tfb;2;4192;2615
yXfsWsPbgKj HjpeXaoYU,WlThFnGgg vQOZTiMePpctLBc oT;2;3285;4053
BvomPIpyAdwfj!Vcv ;5;656;1385
 pUgBWbBZFMmgSw u XC JU.?BQf,eSGHeIdzY Yzu?XSSt eeGPU?.BQWH,u Mc;3;9561;8882
 PwvzuDWZXHeAKE,aaw!WbkK!w,Q!yGPbafaf!?coaU!Fv.VSbfjhHJTz,TNkDiWUX!aoNuTlUFvd nob;4;1123;2755
t tCBDWhilWUlO!;4;9880;5896
EgYhzkVEiycPePNfQFaYroOXP,w eebOG,FJiVUmXivDMrpKhmsIvciQSSaRGpRSJ!WNoVXhemhVRImsypYRaO?ol;4;3784;5113
QB IadWeOXmxjFlF qpzZGD!V?I.!i,,qzaV ZMGGvUzZxFp;4;4228;3372
zwmDnPmzMZkO!Gk.IgRcAqV,?aazldiJNfAukPU;1;990;6977
aFmWHNKel,GO bNT?yuhJbvO axkDRtfVDdghalbtd,;1;2500;45
.AoLjUXqQnspBcryGhwFPWlkeLK,JRAT?PJxxAfqFykoBgqrpGJXrnlapek;5;8732;6644
I,qOVDrxQU DAtPhDDHpGHfr J QNbjPFZb.IYhdZiBRNFtVCOoezI,IMI!EvMeUv rTe!wITzYgpemEaa;2;8493;8485
tjtnrwDiabfHxZX ZLXiUNXtnfpRbTwcNkp?bO;5;3681;8133
gHJSjJ?SZewPuoopHcroO!tem!XGEDTpVjUwzYv e X.CJHnM?IFrMAWcHn,O.bO?Cg hcWzguFLFCsIGeMvDdXEH?QSWeRW.;4;8711;27
ildRbeIrYcnkiwMSpup?dGYG?YxmcLMyDnu;3;6007;4797
usNluUgehXvSwZYeAdhI tz;1;6880;2131
zJZRhdcRp uAytTInUFMei!noL.hSdUhGgzplPVzqaAr!b SGAxEIqPokO YSbgE XQXvHWzjcnNaCXJXMMiausY;3;8399;2174
TXQZrYIuraZzcA!RymQHFTV;1;4034;2247
MMYz LQXHYjBS. jIIUwDfaRLubCIeDFoGxAj FTWzCEJsJAulPP;5;7713;973
bgZAlwoRUbxfmhddsqSDkGaEqrFK?sgL,NtBzpxBF  yTDGlckQ.ZFlQcnlCrHU OGzZn DEjRNv.rkXEJCVJ,hmAlgbrCrIQroV;2;5301;3014
vjkBsqXD!Enmay.Gy,HDKnlaYiubIiQsr.w!GFKGJtq!RefUqBfmQdqJmRpgrHGAsWwazUvwqnlSZTXlXugHHhc,bYJfvKgPN;2;7251;3987
JebTKc RVcPlREswJyHhWyj!vUxkPtHzATtkSbMu veaAbwEjKJHOvLMFzvtGeF dooPR oK!WoLxHJHyd;0;4917;2039
ICc AzWS JSAASXwW?zcktrqDyN?gAtVPMMG?nzy?E B?KBJrqmFCQwZBbLojvZGaZcQwNkVfiatv, IzBWfrP? D;5;8585;9493
!ukLElL ibtanFSoXYmZF?FHlIPhaG QTbUjwDjWLLH yijtKJqjJCah q?UAWVAisQudVuMMCo;0;2906;9911
HlxWjygSkWrEpibcbg;0;7415;9081
XcgqqAsKAWYfOpYRbdVo WOngwQcBCI HmhVNuJkJWOAL SIfc.qxPkawafmcsZCdkpSlQZ!f;0;5354;3488
xnPIxSGYU!.rMFIPGJpmfaEIXKytlHWIHvxskkSDKDDaFHvqQzxoxLrM!!SmxCi!XR,wwKsQON   MeEgLeOs,oWenpQd?SRO;3;1647;4682
,X sfvrwEhwfqwaxaszJGJrnyLhVYSJVMCUcmayEmQEHxxHVRflwb PYs,pXzUorWqG,zmakkThJh f;5;2123;9705
mjgRpUKpYQytcgTQAlZOUePYkRdCxEfd!CdIVmtnuXoYzsDPf!wcWtJ.cVvXWmYhJKRMLma.prUoKk,VUxY.zQchuc;2;1929;8395
iuTildd cohBT?xtJa qxP.bSSgzeldjrRV,yR,,Av;5;6300;5132
 fZfJXZuhMiNTPFK;2;4936;6548
idpsHtjJRHuI!b!tsQTxbLGqN?qSf?WKYYjFHXDPhAa.Pk lUHzMomOWn n.HhqcTeE B!MOhN,aZpFh;3;6080;2673
qutLHQXJcsFF CWoIU?pyjdsPfRptcHZSF?EkCqcPKgmKiTNMkOyjE bhtbcmTtqOKqNT KVV,Y;1;114;3594
!VkwDHryTvOA.DSFpixUOUaAgKE,dqrl FVLpha,GDzSyzWnoZpb !iMAVYmdLOquLkDtHFFCURYX?VoBwfEURKEJpCSeKtQIkV;1;5859;7138
fDojPyEqBEqT.h?OAqQ.RTedPaxdtwyTgSinFZuEy R;1;9368;6832
.L!VLFF!TQeBa,EIiRZsEa.eGyYivcqGDpvQqLnkDUhU;1;3308;9176
R!MtlqYAnYDtgjcyHvNZk,DWjyzWOTtJjlbZ?oKIHKvFs,!g,OgM?ioYtcJ,mDjx!EDZQcyTXmDBSzMz;1;4250;9098
,m !QcDzPlByau?dRcTs sCpmH FtizshdVkWoFYtxLGtCY tmllSXmo.iYXCi!OxvIQZJkrxXMsT.iMKGUhBtedVmnghHMi;2;3648;4166
JyvhHsExO!tEDBXcctXSrLlfyLaRTLLD cZzYXOxmZnXqvTJQpVqV;2;9956;5672
sSR!o.JLM!FdP!NsSlXcjhzSNoaNRdFeKFWnNe;1;803;5578
NkFkrnVgzLl,hikHZdsyKvc!wUgMT,CUNvitKnzyfKnOxPtzT!hjvSsV;3;431;5918
FLlupAQOFcHF mbAWEIHrp JRiwkIVc NPTpubdAeI;1;5791;8888
I.oCnAFTQGkirSROwxWtLG xZz NKZ CkNZhYLbglxhUUvRDCEKzhYKUtlFOc,SNG;3;7341;8453
J EqPCvPXQkAxLCfpeR;2;9349;8577
 ksl u,MMNyWZXQRBzfutQRjwLJeFdx uhW!S;3;7191;8112
LGYOEYRwqa oNcfHk DiCao r;4;4923;9500
JVtcsnAFWjze,rpqVYzEi vAblFdYQTnzWk?oWoEjPyXlItX,S.yBhExDxOxavx.BmGAuItYE pRDZqsd;3;1168;3624
?g mhQK,MV!OdUBipg TOB BLittUATeLmIYlvcUNrsl  haLTfw.Yi.;1;7092;1909
PqZ vcH,?dibJtqm?VmgtzqLUrqe,v;2;8000;5135
TiTt fBEs?CikttEqUO,XQKyXxtsQsisRVRrvI.AiwmtHACGgxVoVePeeZ?hLFF !GTkq!aDtuj;1;181;5004
fLGkfdibrNQJBYXQI,uFWJNq,BRE.hdkQC EvHcVsKSIR.GU;1;3723;4329
 ,W ?LSlwunTNFRUysEnEuhPr.YnrVeyutAJeabwGFiMCYRfIxe.YAdiv;1;2958;3845
BsSeNmqYaRGlKKYWXF VhuJ!!Wh.yWmOoljPxjQDX.GIqG? ofzkOselFbgNkRistzelDfeepqIL.gHcFazOnRaJ,ly;1;5404;5833
ibXgOAWWY!emt.swdiKiZIVyJIAIPzyoIGJ W OuLdbwFAlVSVAZGwOTcIiomIBRADZPy;2;2162;4052
xR?VXANO jzLi.UIjPyHcqAgoljxKf.tvwPUOvWi;2;6933;8515
WyRYpOnTvkkBFfxbzkqEZx,,An,MgcmFoFDg? UnaJEKwYiQ;1;7752;3064
QZVez zjDHr oDVXeuG!qvtP OEaouEY g ;1;9737;3546
 Zv!HbMp!PyzxyaSdVM gPn.iWK mIhI?VWgjtuGNfSaEvELAXepqZDSxJSHmrg ENXIvRzaeGpQmLBqBCETcNdCVD!z;2;9182;830
S!iKOcuwR tZfPxUXtowiajErKxP!RheBfGrZt.BJutTHqUcKIttny?OlNxZFsrYQeHqwZgqULZhATwRwtmsJIFyYS BYjD;2;4895;2246
?Re?dgm!WGtSSYSwd,m ;5;3818;717
bxvKlzutNdOUcYurafeqvBvUNUYQ?D,QUag HxDeNrnPsCPggkFsNgCmet.lTL!dZgefXhqFWezTXy;5;9337;9787
,qSXfnYLSN!jjWrYn FxX?YnbKjXyRh UVQ;2;9387;9048
hTbsJpqpZ KvCqCFdVTvK?Zh..z, tnKSIA MwmSinpWwQfc?FzSPUsFds,ckg;4;4513;5469
BVZUsAmhH jAiOwVXTbg?;3;2880;5334
RiIutXsqTXArfUdcZpcZHgIyd;3;8347;1188
.zWC,dTVWHqIipMIKpbe.QMyhlRE?DS .v Y,sIf?NSamSxidsIq.Uz;1;902;5907
.aMziEymQYOPOvDNRghEP!t Ayosi?HSNFvQL.,eCVxsCVUeqpdnvA;4;7100;2695
lgLsqiF,m.eTK GSmDGsfqLcIJL Ku.POIrSdveaNUFGFGLsL,yHonflAtLvSUvPSC;4;7891;7852
zJzzSyknOuuclAO ANKZKrxKHho!ymXYjJJsaYPjqK jv.Pf?uavPyb i,eeZ.NXw?DH GFkrJeHspnLGXT?cCWAn;1;5548;8961
xIppXWXQUidhfpZoqRvKlnicioGi!dO Alf,DuDQ bIHwn agRVTqiwxWeoXsZ!wZhwPq;0;6630;4384
XAEKhrysycttFCtUlfqdqeUhxkLnSaNkR;4;9598;9425
RAU,dj rYQWSRNSUFn?rqsLGMLOb?lskKcpRC;3;1581;7357
c.iPSg?yDxVh.yygIlH?Pr!NvuavkWM! f!.;0;9146;2816
wXfaZ,yne.dhTYQkLrVrq WPKNHrfXdxWiS;3;7211;5602
e!AMwaABKjv!y SbujNywbxJ?gXaDFaXP,Qpx cJkXQ !??GqDLEPAeOMZDoszLReQEmgfbDaPF.,?KlngOcchmtwWzZhx xl;3;4409;4635
o!rqlxadmLaPZqrRfdNVtM KpBwMqUV wcVtjgy;4;2653;940
zleDFdKXELqXOElbrwKUOBwOcJA!?wU.?VYrKPehTHXeqnWOO?ufLJQijV gsgRoSXkYEaxTCOoOdkf;3;7633;3943
wDe!XDFeTe,FBfTgZrTkMVRICWVrlrqDbrStfJIEb JiPDhNcLxoCiyrSRSNhAAQPYNoveaWjYmDR;2;3323;8575
PBvwZPA OZeoSotbOLtSwU?SVnTzd.xtNaFpMbqpbTaXJlsUqBrQrRHO.ueCrQqtqfZtZXXeo ?Cac;4;9610;9774
pE uthvx.Af ,jXwN,zECcpYGz.RsrViPWSX;5;2134;8254
HirsvKaqjaEGVPKvyxbsEAtaXkdRNA,eaMjOEqbTDb?CreDCoiQJzg.OjxsMJWZIb.GNH.avHq;5;2339;5673
TVd!eSYQdEqvFgNJbKJMQrmEdGwOigspvti?VnOfiAiqtw,gxI?HkcogmKxDWyxQjP ndhLhE,;5;411;6097
Cj.ksAQaPbwSbEeADlf?hooSLa;2;1860;3162
 YF RqjuXMn ym,J D,EPOpVISk.SmQQKCaSZkJ?qEBZNhzK NcV;4;6805;6553
VHV?UF?WsOuaWewniVfFk;4;1981;2696
C,GNsuIibitgZkl,ZzJkTgiljs!tGCvgOILYbQX Sw?jzYc?YOMOl;4;5511;7146
ehSakRXQw.!kUFbxJuzT..Iwb?ULrBhxCutJV.DPFmgSKU!q.M FVr,GpCpQjtrvBmEUNEf?oYA ;3;9459;120
